date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount
2025-05-14,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-15,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-16,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-17,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-18,S004,P0007,Apparel,Central,0,0,0,11.71,15
2025-05-19,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-20,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-21,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-22,S004,P0007,Apparel,Central,0,0,0,11.71,5
2025-05-23,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-24,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-25,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-26,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-05-27,S004,P0007,Apparel,Central,0,0,0,11.71,5
2025-05-28,S004,P0007,Apparel,Central,86,0,86,11.71,0
2025-05-29,S004,P0007,Apparel,Central,64,22,0,11.71,10
2025-05-30,S004,P0007,Apparel,Central,49,15,0,11.71,0
2025-05-31,S004,P0007,Apparel,Central,24,25,0,11.71,0
2025-06-01,S004,P0007,Apparel,Central,4,20,0,11.71,0
2025-06-02,S004,P0007,Apparel,Central,0,4,0,11.71,0
2025-06-03,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-04,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-05,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-06,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-07,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-08,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-09,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-10,S004,P0007,Apparel,Central,0,0,0,11.71,15
2025-06-11,S004,P0007,Apparel,Central,0,0,0,11.71,5
2025-06-12,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-13,S004,P0007,Apparel,Central,0,0,0,11.71,10
2025-06-14,S004,P0007,Apparel,Central,0,0,0,11.71,5
2025-06-15,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-16,S004,P0007,Apparel,Central,0,0,0,11.71,15
2025-06-17,S004,P0007,Apparel,Central,0,0,0,11.71,15
2025-06-18,S004,P0007,Apparel,Central,86,0,86,11.71,0
2025-06-19,S004,P0007,Apparel,Central,67,19,0,11.71,0
2025-06-20,S004,P0007,Apparel,Central,54,13,0,11.71,0
2025-06-21,S004,P0007,Apparel,Central,33,21,0,11.71,0
2025-06-22,S004,P0007,Apparel,Central,7,26,0,11.71,0
2025-06-23,S004,P0007,Apparel,Central,0,7,0,11.71,0
2025-06-24,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-25,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-26,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-27,S004,P0007,Apparel,Central,0,0,0,11.71,5
2025-06-28,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-06-29,S004,P0007,Apparel,Central,0,0,0,11.71,0
2025-01-01,S004,P0008,Personal Care,Central,79,4,42,182.32,0
2025-01-02,S004,P0008,Personal Care,Central,76,3,0,182.32,0
2025-01-03,S004,P0008,Personal Care,Central,73,3,0,182.32,5
2025-01-04,S004,P0008,Personal Care,Central,69,4,0,182.32,0
2025-01-05,S004,P0008,Personal Care,Central,64,5,0,182.32,0
2025-01-06,S004,P0008,Personal Care,Central,62,2,0,182.32,0
2025-01-07,S004,P0008,Personal Care,Central,59,3,0,182.32,5
2025-01-08,S004,P0008,Personal Care,Central,55,4,0,182.32,0
2025-01-09,S004,P0008,Personal Care,Central,51,4,0,182.32,0
2025-01-10,S004,P0008,Personal Care,Central,48,3,0,182.32,0
2025-01-11,S004,P0008,Personal Care,Central,85,5,42,182.32,0
2025-01-12,S004,P0008,Personal Care,Central,81,4,0,182.32,0
2025-01-13,S004,P0008,Personal Care,Central,78,3,0,182.32,0
2025-01-14,S004,P0008,Personal Care,Central,75,3,0,182.32,0
2025-01-15,S004,P0008,Personal Care,Central,71,4,0,182.32,0
2025-01-16,S004,P0008,Personal Care,Central,67,4,0,182.32,0
2025-01-17,S004,P0008,Personal Care,Central,63,4,0,182.32,5
2025-01-18,S004,P0008,Personal Care,Central,57,6,0,182.32,10
2025-01-19,S004,P0008,Personal Care,Central,53,4,0,182.32,0
2025-01-20,S004,P0008,Personal Care,Central,49,4,0,182.32,0
2025-01-21,S004,P0008,Personal Care,Central,88,3,42,182.32,0
2025-01-22,S004,P0008,Personal Care,Central,86,2,0,182.32,0
2025-01-23,S004,P0008,Personal Care,Central,84,2,0,182.32,0
2025-01-24,S004,P0008,Personal Care,Central,81,3,0,182.32,0
2025-01-25,S004,P0008,Personal Care,Central,76,5,0,182.32,5
2025-01-26,S004,P0008,Personal Care,Central,72,4,0,182.32,0
2025-01-27,S004,P0008,Personal Care,Central,67,5,0,182.32,0
2025-01-28,S004,P0008,Personal Care,Central,64,3,0,182.32,0
2025-01-29,S004,P0008,Personal Care,Central,59,5,0,182.32,0
2025-01-30,S004,P0008,Personal Care,Central,56,3,0,182.32,0
2025-01-31,S004,P0008,Personal Care,Central,95,3,42,182.32,0
2025-02-01,S004,P0008,Personal Care,Central,90,5,0,182.32,0
2025-02-02,S004,P0008,Personal Care,Central,87,3,0,182.32,0
2025-02-03,S004,P0008,Personal Care,Central,85,2,0,182.32,0
2025-02-04,S004,P0008,Personal Care,Central,81,4,0,182.32,0
2025-02-05,S004,P0008,Personal Care,Central,76,5,0,182.32,0
2025-02-06,S004,P0008,Personal Care,Central,72,4,0,182.32,0
2025-02-07,S004,P0008,Personal Care,Central,68,4,0,182.32,0
2025-02-08,S004,P0008,Personal Care,Central,63,5,0,182.32,0
2025-02-09,S004,P0008,Personal Care,Central,59,4,0,182.32,0
2025-02-10,S004,P0008,Personal Care,Central,98,3,42,182.32,0
2025-02-11,S004,P0008,Personal Care,Central,95,3,0,182.32,0
2025-02-12,S004,P0008,Personal Care,Central,92,3,0,182.32,0
2025-02-13,S004,P0008,Personal Care,Central,88,4,0,182.32,0
2025-02-14,S004,P0008,Personal Care,Central,84,4,0,182.32,0
2025-02-15,S004,P0008,Personal Care,Central,80,4,0,182.32,0
2025-02-16,S004,P0008,Personal Care,Central,77,3,0,182.32,0
2025-02-17,S004,P0008,Personal Care,Central,72,5,0,182.32,0
2025-02-18,S004,P0008,Personal Care,Central,68,4,0,182.32,5
2025-02-19,S004,P0008,Personal Care,Central,64,4,0,182.32,15
2025-02-20,S004,P0008,Personal Care,Central,104,2,42,182.32,0
2025-02-21,S004,P0008,Personal Care,Central,100,4,0,182.32,0
2025-02-22,S004,P0008,Personal Care,Central,93,7,0,182.32,15
2025-02-23,S004,P0008,Personal Care,Central,87,6,0,182.32,15
2025-02-24,S004,P0008,Personal Care,Central,84,3,0,182.32,0
2025-02-25,S004,P0008,Personal Care,Central,80,4,0,182.32,0
2025-02-26,S004,P0008,Personal Care,Central,76,4,0,182.32,0
2025-02-27,S004,P0008,Personal Care,Central,72,4,0,182.32,0
2025-02-28,S004,P0008,Personal Care,Central,68,4,0,182.32,0
2025-03-01,S004,P0008,Personal Care,Central,65,3,0,182.32,0
2025-03-02,S004,P0008,Personal Care,Central,102,5,42,182.32,0
2025-03-03,S004,P0008,Personal Care,Central,98,4,0,182.32,0
2025-03-04,S004,P0008,Personal Care,Central,94,4,0,182.32,5
2025-03-05,S004,P0008,Personal Care,Central,91,3,0,182.32,0
2025-03-06,S004,P0008,Personal Care,Central,88,3,0,182.32,0
2025-03-07,S004,P0008,Personal Care,Central,85,3,0,182.32,5
2025-03-08,S004,P0008,Personal Care,Central,80,5,0,182.32,0
2025-03-09,S004,P0008,Personal Care,Central,74,6,0,182.32,0
2025-03-10,S004,P0008,Personal Care,Central,71,3,0,182.32,0
2025-03-11,S004,P0008,Personal Care,Central,68,3,0,182.32,0
2025-03-12,S004,P0008,Personal Care,Central,106,4,42,182.32,0
2025-03-13,S004,P0008,Personal Care,Central,103,3,0,182.32,5
2025-03-14,S004,P0008,Personal Care,Central,100,3,0,182.32,0
2025-03-15,S004,P0008,Personal Care,Central,95,5,0,182.32,0
2025-03-16,S004,P0008,Personal Care,Central,91,4,0,182.32,5
2025-03-17,S004,P0008,Personal Care,Central,87,4,0,182.32,0
2025-03-18,S004,P0008,Personal Care,Central,84,3,0,182.32,0
2025-03-19,S004,P0008,Personal Care,Central,82,2,0,182.32,0
2025-03-20,S004,P0008,Personal Care,Central,78,4,0,182.32,15
2025-03-21,S004,P0008,Personal Care,Central,74,4,0,182.32,0
2025-03-22,S004,P0008,Personal Care,Central,111,5,42,182.32,0
2025-03-23,S004,P0008,Personal Care,Central,107,4,0,182.32,0
2025-03-24,S004,P0008,Personal Care,Central,103,4,0,182.32,5
2025-03-25,S004,P0008,Personal Care,Central,99,4,0,182.32,0
2025-03-26,S004,P0008,Personal Care,Central,95,4,0,182.32,0
2025-03-27,S004,P0008,Personal Care,Central,91,4,0,182.32,5
2025-03-28,S004,P0008,Personal Care,Central,88,3,0,182.32,0
2025-03-29,S004,P0008,Personal Care,Central,83,5,0,182.32,0
2025-03-30,S004,P0008,Personal Care,Central,77,6,0,182.32,0
2025-03-31,S004,P0008,Personal Care,Central,73,4,0,182.32,15
2025-04-01,S004,P0008,Personal Care,Central,112,3,42,182.32,5
2025-04-02,S004,P0008,Personal Care,Central,109,3,0,182.32,0
2025-04-03,S004,P0008,Personal Care,Central,106,3,0,182.32,0
2025-04-04,S004,P0008,Personal Care,Central,102,4,0,182.32,5
2025-04-05,S004,P0008,Personal Care,Central,98,4,0,182.32,0
2025-04-06,S004,P0008,Personal Care,Central,95,3,0,182.32,0
2025-04-07,S004,P0008,Personal Care,Central,91,4,0,182.32,0
2025-04-08,S004,P0008,Personal Care,Central,88,3,0,182.32,5
2025-04-09,S004,P0008,Personal Care,Central,85,3,0,182.32,0
2025-04-10,S004,P0008,Personal Care,Central,82,3,0,182.32,0
2025-04-11,S004,P0008,Personal Care,Central,121,3,42,182.32,0
2025-04-12,S004,P0008,Personal Care,Central,117,4,0,182.32,5
2025-04-13,S004,P0008,Personal Care,Central,112,5,0,182.32,0
2025-04-14,S004,P0008,Personal Care,Central,109,3,0,182.32,0
2025-04-15,S004,P0008,Personal Care,Central,107,2,0,182.32,0
2025-04-16,S004,P0008,Personal Care,Central,103,4,0,182.32,0
2025-04-17,S004,P0008,Personal Care,Central,99,4,0,182.32,10
2025-04-18,S004,P0008,Personal Care,Central,96,3,0,182.32,5
2025-04-19,S004,P0008,Personal Care,Central,92,4,0,182.32,0
2025-04-20,S004,P0008,Personal Care,Central,86,6,0,182.32,0
2025-04-21,S004,P0008,Personal Care,Central,124,4,42,182.32,0
2025-04-22,S004,P0008,Personal Care,Central,122,2,0,182.32,5
2025-04-23,S004,P0008,Personal Care,Central,118,4,0,182.32,0
2025-04-24,S004,P0008,Personal Care,Central,115,3,0,182.32,0
2025-04-25,S004,P0008,Personal Care,Central,112,3,0,182.32,0
2025-04-26,S004,P0008,Personal Care,Central,107,5,0,182.32,0
2025-04-27,S004,P0008,Personal Care,Central,102,5,0,182.32,0
2025-04-28,S004,P0008,Personal Care,Central,99,3,0,182.32,0
2025-04-29,S004,P0008,Personal Care,Central,96,3,0,182.32,15
2025-04-30,S004,P0008,Personal Care,Central,93,3,0,182.32,0
2025-05-01,S004,P0008,Personal Care,Central,132,3,42,182.32,0
2025-05-02,S004,P0008,Personal Care,Central,128,4,0,182.32,0
2025-05-03,S004,P0008,Personal Care,Central,124,4,0,182.32,0
2025-05-04,S004,P0008,Personal Care,Central,120,4,0,182.32,10
2025-05-05,S004,P0008,Personal Care,Central,117,3,0,182.32,0
2025-05-06,S004,P0008,Personal Care,Central,114,3,0,182.32,15
2025-05-07,S004,P0008,Personal Care,Central,112,2,0,182.32,5
2025-05-08,S004,P0008,Personal Care,Central,108,4,0,182.32,0
2025-05-09,S004,P0008,Personal Care,Central,103,5,0,182.32,0
2025-05-10,S004,P0008,Personal Care,Central,98,5,0,182.32,0
2025-05-11,S004,P0008,Personal Care,Central,136,4,42,182.32,0
2025-05-12,S004,P0008,Personal Care,Central,132,4,0,182.32,0
2025-05-13,S004,P0008,Personal Care,Central,129,3,0,182.32,0
2025-05-14,S004,P0008,Personal Care,Central,125,4,0,182.32,0
2025-05-15,S004,P0008,Personal Care,Central,122,3,0,182.32,0
2025-05-16,S004,P0008,Personal Care,Central,118,4,0,182.32,10
2025-05-17,S004,P0008,Personal Care,Central,114,4,0,182.32,0
2025-05-18,S004,P0008,Personal Care,Central,109,5,0,182.32,0
2025-05-19,S004,P0008,Personal Care,Central,105,4,0,182.32,0
2025-05-20,S004,P0008,Personal Care,Central,101,4,0,182.32,0
2025-05-21,S004,P0008,Personal Care,Central,140,3,42,182.32,0
2025-05-22,S004,P0008,Personal Care,Central,136,4,0,182.32,0
2025-05-23,S004,P0008,Personal Care,Central,131,5,0,182.32,0
2025-05-24,S004,P0008,Personal Care,Central,127,4,0,182.32,15
2025-05-25,S004,P0008,Personal Care,Central,123,4,0,182.32,0
2025-05-26,S004,P0008,Personal Care,Central,120,3,0,182.32,0
2025-05-27,S004,P0008,Personal Care,Central,117,3,0,182.32,0
2025-05-28,S004,P0008,Personal Care,Central,114,3,0,182.32,0
2025-05-29,S004,P0008,Personal Care,Central,110,4,0,182.32,0
2025-05-30,S004,P0008,Personal Care,Central,106,4,0,182.32,0
2025-05-31,S004,P0008,Personal Care,Central,143,5,42,182.32,0
2025-06-01,S004,P0008,Personal Care,Central,138,5,0,182.32,0
2025-06-02,S004,P0008,Personal Care,Central,135,3,0,182.32,0
2025-06-03,S004,P0008,Personal Care,Central,132,3,0,182.32,0
2025-06-04,S004,P0008,Personal Care,Central,129,3,0,182.32,0
2025-06-05,S004,P0008,Personal Care,Central,126,3,0,182.32,0
2025-06-06,S004,P0008,Personal Care,Central,123,3,0,182.32,5
2025-06-07,S004,P0008,Personal Care,Central,119,4,0,182.32,0
2025-06-08,S004,P0008,Personal Care,Central,115,4,0,182.32,0
2025-06-09,S004,P0008,Personal Care,Central,113,2,0,182.32,0
2025-06-10,S004,P0008,Personal Care,Central,151,4,42,182.32,0
2025-06-11,S004,P0008,Personal Care,Central,147,4,0,182.32,10
2025-06-12,S004,P0008,Personal Care,Central,144,3,0,182.32,0
2025-06-13,S004,P0008,Personal Care,Central,141,3,0,182.32,0
2025-06-14,S004,P0008,Personal Care,Central,137,4,0,182.32,0
2025-06-15,S004,P0008,Personal Care,Central,131,6,0,182.32,0
2025-06-16,S004,P0008,Personal Care,Central,127,4,0,182.32,0
2025-06-17,S004,P0008,Personal Care,Central,123,4,0,182.32,0
2025-06-18,S004,P0008,Personal Care,Central,119,4,0,182.32,0
2025-06-19,S004,P0008,Personal Care,Central,115,4,0,182.32,0
2025-06-20,S004,P0008,Personal Care,Central,153,4,42,182.32,0
2025-06-21,S004,P0008,Personal Care,Central,148,5,0,182.32,0
2025-06-22,S004,P0008,Personal Care,Central,144,4,0,182.32,0
2025-06-23,S004,P0008,Personal Care,Central,141,3,0,182.32,0
2025-06-24,S004,P0008,Personal Care,Central,137,4,0,182.32,0
2025-06-25,S004,P0008,Personal Care,Central,133,4,0,182.32,0
2025-06-26,S004,P0008,Personal Care,Central,129,4,0,182.32,15
2025-06-27,S004,P0008,Personal Care,Central,126,3,0,182.32,0
2025-06-28,S004,P0008,Personal Care,Central,122,4,0,182.32,0
2025-06-29,S004,P0008,Personal Care,Central,118,4,0,182.32,0
2025-01-01,S004,P0009,Electronics,Central,211,8,110,55.46,0
2025-01-02,S004,P0009,Electronics,Central,200,11,0,55.46,0
2025-01-03,S004,P0009,Electronics,Central,193,7,0,55.46,0
2025-01-04,S004,P0009,Electronics,Central,179,14,0,55.46,0
2025-01-05,S004,P0009,Electronics,Central,166,13,0,55.46,0
2025-01-06,S004,P0009,Electronics,Central,157,9,0,55.46,0
2025-01-07,S004,P0009,Electronics,Central,151,6,0,55.46,0
2025-01-08,S004,P0009,Electronics,Central,141,10,0,55.46,0
2025-01-09,S004,P0009,Electronics,Central,133,8,0,55.46,0
2025-01-10,S004,P0009,Electronics,Central,122,11,0,55.46,10
2025-01-11,S004,P0009,Electronics,Central,220,12,110,55.46,15
2025-01-12,S004,P0009,Electronics,Central,206,14,0,55.46,0
2025-01-13,S004,P0009,Electronics,Central,200,6,0,55.46,0
2025-01-14,S004,P0009,Electronics,Central,191,9,0,55.46,0
2025-01-15,S004,P0009,Electronics,Central,184,7,0,55.46,0
2025-01-16,S004,P0009,Electronics,Central,177,7,0,55.46,0
2025-01-17,S004,P0009,Electronics,Central,167,10,0,55.46,0
2025-01-18,S004,P0009,Electronics,Central,158,9,0,55.46,0
2025-01-19,S004,P0009,Electronics,Central,149,9,0,55.46,0
2025-01-20,S004,P0009,Electronics,Central,140,9,0,55.46,10
2025-01-21,S004,P0009,Electronics,Central,243,7,110,55.46,5
2025-01-22,S004,P0009,Electronics,Central,231,12,0,55.46,0
2025-01-23,S004,P0009,Electronics,Central,226,5,0,55.46,0
2025-01-24,S004,P0009,Electronics,Central,214,12,0,55.46,0
2025-01-25,S004,P0009,Electronics,Central,201,13,0,55.46,0
2025-01-26,S004,P0009,Electronics,Central,192,9,0,55.46,0
2025-01-27,S004,P0009,Electronics,Central,184,8,0,55.46,0
2025-01-28,S004,P0009,Electronics,Central,171,13,0,55.46,0
2025-01-29,S004,P0009,Electronics,Central,161,10,0,55.46,5
2025-01-30,S004,P0009,Electronics,Central,152,9,0,55.46,15
2025-01-31,S004,P0009,Electronics,Central,249,13,110,55.46,5
2025-02-01,S004,P0009,Electronics,Central,235,14,0,55.46,0
2025-02-02,S004,P0009,Electronics,Central,224,11,0,55.46,0
2025-02-03,S004,P0009,Electronics,Central,214,10,0,55.46,0
2025-02-04,S004,P0009,Electronics,Central,206,8,0,55.46,0
2025-02-05,S004,P0009,Electronics,Central,197,9,0,55.46,0
2025-02-06,S004,P0009,Electronics,Central,185,12,0,55.46,0
2025-02-07,S004,P0009,Electronics,Central,176,9,0,55.46,0
2025-02-08,S004,P0009,Electronics,Central,164,12,0,55.46,0
2025-02-09,S004,P0009,Electronics,Central,154,10,0,55.46,0
2025-02-10,S004,P0009,Electronics,Central,252,12,110,55.46,0
2025-02-11,S004,P0009,Electronics,Central,243,9,0,55.46,0
2025-02-12,S004,P0009,Electronics,Central,235,8,0,55.46,0
2025-02-13,S004,P0009,Electronics,Central,227,8,0,55.46,0
2025-02-14,S004,P0009,Electronics,Central,215,12,0,55.46,5
2025-02-15,S004,P0009,Electronics,Central,203,12,0,55.46,0
2025-02-16,S004,P0009,Electronics,Central,189,14,0,55.46,0
2025-02-17,S004,P0009,Electronics,Central,181,8,0,55.46,0
2025-02-18,S004,P0009,Electronics,Central,171,10,0,55.46,0
2025-02-19,S004,P0009,Electronics,Central,159,12,0,55.46,0
2025-02-20,S004,P0009,Electronics,Central,257,12,110,55.46,0
2025-02-21,S004,P0009,Electronics,Central,248,9,0,55.46,10
2025-02-22,S004,P0009,Electronics,Central,236,12,0,55.46,0
2025-02-23,S004,P0009,Electronics,Central,222,14,0,55.46,0
2025-02-24,S004,P0009,Electronics,Central,213,9,0,55.46,0
2025-02-25,S004,P0009,Electronics,Central,203,10,0,55.46,0
2025-02-26,S004,P0009,Electronics,Central,192,11,0,55.46,0
2025-02-27,S004,P0009,Electronics,Central,186,6,0,55.46,0
2025-02-28,S004,P0009,Electronics,Central,175,11,0,55.46,0
2025-03-01,S004,P0009,Electronics,Central,160,15,0,55.46,0
2025-03-02,S004,P0009,Electronics,Central,259,11,110,55.46,0
2025-03-03,S004,P0009,Electronics,Central,248,11,0,55.46,0
2025-03-04,S004,P0009,Electronics,Central,239,9,0,55.46,0
2025-03-05,S004,P0009,Electronics,Central,228,11,0,55.46,0
2025-03-06,S004,P0009,Electronics,Central,220,8,0,55.46,0
2025-03-07,S004,P0009,Electronics,Central,212,8,0,55.46,0
2025-03-08,S004,P0009,Electronics,Central,203,9,0,55.46,5
2025-03-09,S004,P0009,Electronics,Central,191,12,0,55.46,15
2025-03-10,S004,P0009,Electronics,Central,189,2,0,55.46,0
2025-03-11,S004,P0009,Electronics,Central,180,9,0,55.46,0
2025-03-12,S004,P0009,Electronics,Central,285,5,110,55.46,0
2025-03-13,S004,P0009,Electronics,Central,273,12,0,55.46,0
2025-03-14,S004,P0009,Electronics,Central,260,13,0,55.46,10
2025-03-15,S004,P0009,Electronics,Central,247,13,0,55.46,0
2025-03-16,S004,P0009,Electronics,Central,233,14,0,55.46,0
2025-03-17,S004,P0009,Electronics,Central,226,7,0,55.46,0
2025-03-18,S004,P0009,Electronics,Central,218,8,0,55.46,0
2025-03-19,S004,P0009,Electronics,Central,208,10,0,55.46,0
2025-03-20,S004,P0009,Electronics,Central,199,9,0,55.46,0
2025-03-21,S004,P0009,Electronics,Central,191,8,0,55.46,0
2025-03-22,S004,P0009,Electronics,Central,284,17,110,55.46,0
2025-03-23,S004,P0009,Electronics,Central,274,10,0,55.46,0
2025-03-24,S004,P0009,Electronics,Central,260,14,0,55.46,0
2025-03-25,S004,P0009,Electronics,Central,250,10,0,55.46,0
2025-03-26,S004,P0009,Electronics,Central,241,9,0,55.46,0
2025-03-27,S004,P0009,Electronics,Central,232,9,0,55.46,0
2025-03-28,S004,P0009,Electronics,Central,225,7,0,55.46,5
2025-03-29,S004,P0009,Electronics,Central,215,10,0,55.46,0
2025-03-30,S004,P0009,Electronics,Central,200,15,0,55.46,0
2025-03-31,S004,P0009,Electronics,Central,186,14,0,55.46,0
2025-04-01,S004,P0009,Electronics,Central,288,8,110,55.46,0
2025-04-02,S004,P0009,Electronics,Central,279,9,0,55.46,10
2025-04-03,S004,P0009,Electronics,Central,267,12,0,55.46,0
2025-04-04,S004,P0009,Electronics,Central,259,8,0,55.46,5
2025-04-05,S004,P0009,Electronics,Central,251,8,0,55.46,0
2025-04-06,S004,P0009,Electronics,Central,241,10,0,55.46,0
2025-04-07,S004,P0009,Electronics,Central,233,8,0,55.46,0
2025-04-08,S004,P0009,Electronics,Central,224,9,0,55.46,0
2025-04-09,S004,P0009,Electronics,Central,216,8,0,55.46,0
2025-04-10,S004,P0009,Electronics,Central,207,9,0,55.46,0
2025-04-11,S004,P0009,Electronics,Central,309,8,110,55.46,0
2025-04-12,S004,P0009,Electronics,Central,296,13,0,55.46,0
2025-04-13,S004,P0009,Electronics,Central,281,15,0,55.46,0
2025-04-14,S004,P0009,Electronics,Central,274,7,0,55.46,0
2025-04-15,S004,P0009,Electronics,Central,265,9,0,55.46,0
2025-04-16,S004,P0009,Electronics,Central,257,8,0,55.46,0
2025-04-17,S004,P0009,Electronics,Central,246,11,0,55.46,0
2025-04-18,S004,P0009,Electronics,Central,239,7,0,55.46,0
2025-04-19,S004,P0009,Electronics,Central,225,14,0,55.46,0
2025-04-20,S004,P0009,Electronics,Central,214,11,0,55.46,0
2025-04-21,S004,P0009,Electronics,Central,310,14,110,55.46,0
2025-04-22,S004,P0009,Electronics,Central,299,11,0,55.46,0
2025-04-23,S004,P0009,Electronics,Central,287,12,0,55.46,0
2025-04-24,S004,P0009,Electronics,Central,275,12,0,55.46,0
2025-04-25,S004,P0009,Electronics,Central,267,8,0,55.46,0
2025-04-26,S004,P0009,Electronics,Central,254,13,0,55.46,0
2025-04-27,S004,P0009,Electronics,Central,239,15,0,55.46,5
2025-04-28,S004,P0009,Electronics,Central,228,11,0,55.46,5
2025-04-29,S004,P0009,Electronics,Central,224,4,0,55.46,0
2025-04-30,S004,P0009,Electronics,Central,218,6,0,55.46,0
2025-05-01,S004,P0009,Electronics,Central,320,8,110,55.46,0
2025-05-02,S004,P0009,Electronics,Central,314,6,0,55.46,0
2025-05-03,S004,P0009,Electronics,Central,298,16,0,55.46,0
2025-05-04,S004,P0009,Electronics,Central,282,16,0,55.46,0
2025-05-05,S004,P0009,Electronics,Central,275,7,0,55.46,0
2025-05-06,S004,P0009,Electronics,Central,266,9,0,55.46,0
2025-05-07,S004,P0009,Electronics,Central,259,7,0,55.46,10
2025-05-08,S004,P0009,Electronics,Central,249,10,0,55.46,0
2025-05-09,S004,P0009,Electronics,Central,241,8,0,55.46,0
2025-05-10,S004,P0009,Electronics,Central,230,11,0,55.46,0
2025-05-11,S004,P0009,Electronics,Central,323,17,110,55.46,5
2025-05-12,S004,P0009,Electronics,Central,313,10,0,55.46,0
2025-05-13,S004,P0009,Electronics,Central,301,12,0,55.46,0
2025-05-14,S004,P0009,Electronics,Central,290,11,0,55.46,0
2025-05-15,S004,P0009,Electronics,Central,280,10,0,55.46,0
2025-05-16,S004,P0009,Electronics,Central,273,7,0,55.46,0
2025-05-17,S004,P0009,Electronics,Central,267,6,0,55.46,0
2025-05-18,S004,P0009,Electronics,Central,255,12,0,55.46,0
2025-05-19,S004,P0009,Electronics,Central,247,8,0,55.46,0
2025-05-20,S004,P0009,Electronics,Central,241,6,0,55.46,0
2025-05-21,S004,P0009,Electronics,Central,341,10,110,55.46,0
2025-05-22,S004,P0009,Electronics,Central,334,7,0,55.46,0
2025-05-23,S004,P0009,Electronics,Central,320,14,0,55.46,0
2025-05-24,S004,P0009,Electronics,Central,308,12,0,55.46,0
2025-05-25,S004,P0009,Electronics,Central,301,7,0,55.46,0
2025-05-26,S004,P0009,Electronics,Central,291,10,0,55.46,0
2025-05-27,S004,P0009,Electronics,Central,280,11,0,55.46,0
2025-05-28,S004,P0009,Electronics,Central,267,13,0,55.46,15
2025-05-29,S004,P0009,Electronics,Central,257,10,0,55.46,5
2025-05-30,S004,P0009,Electronics,Central,246,11,0,55.46,0
2025-05-31,S004,P0009,Electronics,Central,344,12,110,55.46,15
2025-06-01,S004,P0009,Electronics,Central,333,11,0,55.46,0
2025-06-02,S004,P0009,Electronics,Central,321,12,0,55.46,0
2025-06-03,S004,P0009,Electronics,Central,315,6,0,55.46,0
2025-06-04,S004,P0009,Electronics,Central,304,11,0,55.46,0
2025-06-05,S004,P0009,Electronics,Central,297,7,0,55.46,0
2025-06-06,S004,P0009,Electronics,Central,284,13,0,55.46,15
2025-06-07,S004,P0009,Electronics,Central,273,11,0,55.46,5
2025-06-08,S004,P0009,Electronics,Central,262,11,0,55.46,0
2025-06-09,S004,P0009,Electronics,Central,256,6,0,55.46,0
2025-06-10,S004,P0009,Electronics,Central,357,9,110,55.46,0
2025-06-11,S004,P0009,Electronics,Central,348,9,0,55.46,0
2025-06-12,S004,P0009,Electronics,Central,333,15,0,55.46,5
2025-06-13,S004,P0009,Electronics,Central,321,12,0,55.46,0
2025-06-14,S004,P0009,Electronics,Central,311,10,0,55.46,0
2025-06-15,S004,P0009,Electronics,Central,298,13,0,55.46,0
2025-06-16,S004,P0009,Electronics,Central,289,9,0,55.46,0
2025-06-17,S004,P0009,Electronics,Central,282,7,0,55.46,15
2025-06-18,S004,P0009,Electronics,Central,274,8,0,55.46,0
2025-06-19,S004,P0009,Electronics,Central,266,8,0,55.46,0
2025-06-20,S004,P0009,Electronics,Central,367,9,110,55.46,5
2025-06-21,S004,P0009,Electronics,Central,356,11,0,55.46,5
2025-06-22,S004,P0009,Electronics,Central,349,7,0,55.46,0
2025-06-23,S004,P0009,Electronics,Central,340,9,0,55.46,0
2025-06-24,S004,P0009,Electronics,Central,331,9,0,55.46,0
2025-06-25,S004,P0009,Electronics,Central,320,11,0,55.46,0
2025-06-26,S004,P0009,Electronics,Central,313,7,0,55.46,0
2025-06-27,S004,P0009,Electronics,Central,303,10,0,55.46,0
